avg_time_per_q,accuracy,fast_answer_ratio,answer_change_rate,cheating
84.36518045494863,0.6422893043132594,0.0029987560942414558,0,0
50.82365379524887,0.6707825267312995,0.18431456244851677,0,0
52.077423716048166,0.7486195928273296,0.3212804532447666,2,0
26.44754338977601,0.7900537420311967,0.43121098576114786,3,1
43.961974702266836,0.6293344842872752,0.5571478228610518,6,1
25.476919546795763,0.6132268025176016,0.07755590096707142,0,0
51.90793633108689,0.7539415977033196,0.46926889784962633,0,1
48.581896486573456,0.5701653251735135,0.15346184907244442,0,0
64.78558644085648,0.6713817727247965,0.14810099128546636,1,0
56.259444367838846,0.828997592953971,0.3240496120821048,1,0
49.35353196351845,0.78310618216036,0.8224682199005227,3,1
29.097889357535188,0.6197614597734846,0.2619030854929495,0,0
55.16374193979739,0.7470363704469223,0.19740715763233432,1,0
54.23918467997377,0.6112082979473966,0.1566263355203815,1,0
77.00654163503157,0.5884893989612558,0.055408506652187106,0,0
43.50163099028954,0.48906626322792857,0.3884621024222169,1,0
57.41357688674346,0.7036890163109165,0.1173047546773773,1,0
28.21048506212976,0.6843959299654929,0.5711978487759561,3,1
60.633206200733895,0.7484494017171738,0.1487179387257206,2,0
68.74222820573733,0.7305922147436432,0.1201219603224687,0,0
43.49071234180618,0.620047966615562,0.35738347635162204,0,0
77.17085564759421,0.7363101609763781,0.11930011753168258,1,0
73.52386080889194,0.8380730754624113,0.11341058454116433,3,0
67.53741508352802,0.8801283761878851,0.2524540523743692,1,0
73.51283923896618,0.7272455804565656,0.26090796886123874,0,0
49.744082112385,0.67884758882654,0.18050186332086054,1,0
58.156646617220275,0.6888664086942319,0.12258709165641801,0,0
45.963458486113964,0.6583389668652679,0.1993597939561322,1,0
33.721945277642185,0.5937643657827054,0.48607928728388083,0,1
67.95533200107279,0.8077291401865359,0.06892369832393058,1,0
49.62508872412036,0.7262506469975344,0.1444810695462947,0,0
54.04869709716034,0.6646496699700323,0.12429767158502483,1,0
49.69240949820601,0.7987620968346311,0.1836397615323701,1,0
47.321915377519204,0.7339731475446163,0.35300812215480387,2,0
49.931308037447714,0.524372178786573,0.2826451235120662,1,0
59.81003101621648,0.7736638766654281,0.2717063491312399,0,0
